EOS,Conformation,Affinity,Smile
EOS1396,6,-5.805,CCCS(=O)(=O)N(C)Cc1cccnc1Oc1ccccc1
EOS1397,1,-6.981,COc1ccc(CN2CCC(NC(=O)Cc3ccc(F)cc3)C2)cn1
EOS1398,4,-6.142,CCCOc1nccnc1NC1CCN(C(=O)c2ccsc2)CC1
EOS1399,3,-7.492,CCn1cc(S(=O)(=O)N2CCC(c3noc(-c4cnccn4)n3)C2)cn1
EOS1400,8,-6.539,CS(=O)(=O)N1CCCC(OCc2nc(-c3ccccc3)no2)C1
EOS1401,3,-5.891,CCCN(CC1CCOC1)S(=O)(=O)c1cc(F)ccc1F
EOS1402,13,-5.351,CN(CC1CCOC1)S(=O)(=O)c1ccc(Br)cc1
EOS1403,5,-6.093,CN(CC1CCOC1)C(=O)NCc1ccc(F)cc1
EOS1404,6,-6.966,Cc1ccc(C(=O)N2CC(CNC(=O)N3CCCC3)C3(CCOCC3)C2)s1
EOS1405,12,-6.397,Cc1noc([C@H]2CCN(Cc3cccnc3)C[C@H]2NC(=O)C2CC2)n1
EOS1406,5,-6.066,Cc1ccsc1C(=O)N1CC[C@@H]2COCCN(Cc3ccncc3)[C@@H]2C1
EOS1407,13,-6.09,CCCN1C(=O)CC[C@]2(CNC(=O)c3ccncc3F)CCC[C@@H]12
EOS1408,6,-6.494,COCCCNC(=O)N1CCC(Cc2noc(-c3ccc(OC)cc3)n2)C1
EOS1409,12,-6.85,CN(CCN(C1CCOCC1)C1CCCN(C(=O)C2CC2)C1)C(=O)c1ccc(F)cc1F
EOS1410,8,-6.556,CCn1nc(C)c(CN(C)CCN(C2CCOCC2)C2CCCN(C(=O)C3CC3)C2)c1C
EOS1411,14,-6.498,CN(CCN(C1CCOCC1)C1CCCN(C(=O)C2CC2)C1)C(=O)CC1=CCCCC1
EOS1412,4,-7.178,CN(CCN(C1CCOCC1)C1CCCN(C(=O)C2CC2)C1)C(=O)CCn1ccnc1
EOS1413,14,-6.954,CC(=O)N1CCCC(N(CCNC(=O)Cc2ccc(C)cc2)C2CCOCC2)C1
EOS1414,19,-5.967,CC(=O)N1CCCC(N(CCNC(=O)CN2CCCCCC2)C2CCOCC2)C1
EOS1415,9,-6.503,CS(=O)(=O)N1CCC(N(CCNC(=O)COc2ccc(F)cc2)C2CCOCC2)C1
EOS1416,12,-6.986,CS(=O)(=O)N1CCC(N(CCNC(=O)c2ccc3ncccc3c2)C2CCOCC2)C1
EOS1417,20,-6.302,Cc1cc(C)n(CCC(=O)NCCN(C2CCOCC2)C2CCN(S(C)(=O)=O)C2)n1
EOS1418,1,-7.173,Cc1noc(C)c1S(=O)(=O)NCCN(C1CCOCC1)C1CCN(S(C)(=O)=O)C1
EOS1419,16,-6.068,CN(CCN(C1CCOCC1)C1CCN(S(C)(=O)=O)C1)C(=O)CCn1cccn1
EOS1420,15,-7.394,Cc1ccccc1NC(=O)N(C)CCN(C1CCOCC1)C1CCN(C(=O)C2CC2)C1
EOS1421,6,-5.713,Cc1ccn(CC(=O)N(C)CCN(C2CCOCC2)C2CCN(C(=O)C3CC3)C2)n1
EOS482,12,-7.89,COc1ccc(-c2c(C)nn3c(N4CCC(C(=O)N5CCN(C)CC5)CC4)cc(C)nc23)cc1OC
EOS483,9,-6.212,CCCN(C(=O)COc1cc(=O)n(C)c2ccccc12)c1ccc(OCC)cc1
EOS484,1,-7.861,CCn1c(=O)cc(OCC(=O)N2CCN(c3ccccc3F)CC2)c2ccccc21
EOS485,18,-6.468,COc1cc(OC)c(NC(=O)CCCOc2cc(=O)n(C)c3ccccc23)cc1Cl
EOS486,10,-6.611,CSCC[C@@H](C(=O)Nc1ccc2c(c1)OCCO2)N1Cc2ccccc2C1=O
EOS487,1,-7.723,CCc1cccc(NC(=O)CCc2c(C)nc3ncnn3c2C)c1
EOS488,10,-7.267,Cc1nc2c(c(C)c1CCC(=O)NCc1cccnc1)c(=O)n(C)c(=O)n2C
EOS489,5,-6.775,CCn1c(=O)cc(SCC(=O)Nc2cccc(C#N)c2)c2ccccc21
EOS490,1,-7.821,CCn1c(CNC(=O)c2ccc(OC)cc2)nnc1SCC(=O)N1CCc2ccccc21
EOS491,5,-6.321,CCCCN(CC)CCCNC(=O)c1cc2c(=O)n(C)c3ccccc3c2n1C
EOS492,11,-6.179,CCCCNC(=O)CN(C)S(=O)(=O)c1ccc2c(c1)c(=O)n(C)c(=O)n2C
EOS493,1,-6.943,O=C1c2cccnc2C(=O)N1c1ccc(Cl)cc1
EOS494,6,-6.338,CCCCN(C)CCNC(=O)Cn1ncc2c(=O)oc3ccc(C)cc3c21
EOS495,1,-6.556,CC(=O)c1cccc(NC(=O)c2onc(C)c2Cl)c1
EOS496,6,-6.58,CCOc1ccc(S(=O)(=O)c2c[nH]c3ccc(C)cc3c2=O)cc1
EOS497,8,-6.773,Cc1cccc(N2C(=O)C(CC(=O)Nc3ccccc3)N(C(C)C)C2=O)c1
EOS498,7,-7.86,Cc1cccc(N2CCN(C(=O)C3CCCN(S(=O)(=O)c4ccc5c(c4)oc(=O)n5C)C3)CC2)c1C
EOS499,5,-7.399,COc1ccc(C2=NOC(C(=O)N3CCN(c4ccc(F)cc4)CC3)C2)cc1
EOS500,1,-6.157,CCC(C)NC(=O)C1CC(c2cccc(OC)c2)=NO1
EOS501,6,-6.94,COc1ccccc1C1=NOC(C(=O)Nc2ccc(C(C)=O)cc2)C1
EOS502,14,-7.338,COc1ccccc1NC(=O)Cn1cnc2c(nnn2Cc2ccccc2F)c1=O
EOS503,8,-6.968,O=C(Cn1cnc2c(nnn2Cc2ccc(Cl)cc2)c1=O)N1CCCCCC1
EOS504,5,-8.015,Cc1noc2ncnc(N3CCC(C(=O)N4CCN(c5cccc(Cl)c5)CC4)CC3)c12
EOS505,11,-6.812,Cc1nn2c(=O)cc(COc3ccccc3NC(=O)c3ccco3)nc2s1
EOS506,7,-6.921,COc1ccc(OC)c(NC(=O)Cn2c(=O)c3ccc(Cl)cc3n3nncc23)c1
EOS507,19,-6.004,CCOCC(=O)Nc1c(C(=O)Nc2ccccc2OC)oc2ccccc12
EOS508,11,-7.255,CCn1c(CN2CCN(c3cccc(Cl)c3)CC2)nc2c1c(=O)[nH]c(=O)n2C
EOS509,20,-6.511,O=C(Cn1nc(Cc2cccnc2)c2ccccc2c1=O)Nc1nccs1
EOS510,20,-6.252,O=C(NCCCN1CCOCC1)c1ccc2c(c1)N(Cc1ccccc1)CCS2
EOS661,1,-7.367,CCOc1ccc(N2CCCn3c2nc2c3c(=O)[nH]c(=O)n2C)cc1
EOS662,12,-6.508,CC1CN(CCc2ccccc2)c2nc3c(c(=O)n(CCCO)c(=O)n3C)n2C1
EOS663,8,-6.528,CC(=O)Cn1c(=O)c2c(nc3n2CCCN3c2cccc(C)c2C)n(C)c1=O
EOS664,13,-6.628,CCN(CC)S(=O)(=O)c1cccc(C(=O)CN2C(=O)c3ccccc3OC(C)C2=O)c1
EOS665,1,-7.364,Cc1cccc(C(=O)N2CCN(C(=O)c3nonc3N)CC2)c1
EOS666,3,-6.627,CCn1ccc(C(=O)N2CCCC2c2ccccc2C)n1
EOS667,15,-6.192,CCn1ncc(Cl)c1C(=O)N1CCCC1c1ccc(OC)cc1
EOS668,14,-4.946,Cc1noc(C)c1C(=O)N1CCCC1c1ccco1
EOS669,3,-6.902,O=C(c1cc(C2CC2)on1)N1CCCC1c1ccc(F)cc1
EOS670,3,-5.047,CCCS(=O)(=O)N1CCCC1c1cccs1
EOS671,7,-7.277,CC(=O)N1CCOc2ccc(S(=O)(=O)N3CCCC3c3cccc(C)c3)cc21
EOS672,1,-6.606,COc1cc(CN2CCCC2c2cccc(F)c2)cc(OC)c1O
EOS673,2,-6.227,COc1cc(NC(=O)N2CCCC2c2cccc(C)c2)cc(OC)c1OC
EOS674,3,-7.478,CC(=O)c1ccc(NC(=O)COc2cccc(-c3nc(C)no3)c2)cc1
EOS675,1,-6.99,COCCNS(=O)(=O)c1ccc(OC)c(-c2nc(C(C)C)no2)c1
EOS676,15,-6.932,O=C(c1ccc(Nc2c(-c3ccccc3)nc3cnccn23)cc1)N1CCOCC1
EOS677,1,-6.687,COc1ccccc1NC(=O)Nc1nc2ccccc2s1
EOS678,3,-6.782,CCCNCc1cc(=O)n2nc(NCc3ccccc3)nc2[nH]1.Cl
EOS679,7,-7.265,COc1ccc(-c2nnc(SCC(=O)N3CCN(CCO)CC3)n2-c2ccccc2)cc1
EOS680,5,-7.397,Cc1ccc(CNC(=O)CCc2nc(-c3ccc(C)n(C(C)C)c3=O)no2)cc1
EOS681,1,-7.433,Cc1ccc(Nc2cc(N3CCN(C(=O)CC(C)C)CC3)nc(C)n2)cc1
EOS682,1,-7.048,COc1ccccc1NCc1nc2[nH]c3c(c(=O)n2n1)CCC3
EOS683,3,-6.449,N#Cc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)oc1NC1CC1
EOS684,1,-8.108,Cc1sc(NC(=O)c2cccnc2)nc1-c1ccc2c(c1)N(C)C(=O)CO2
EOS685,1,-7.348,CC(C)C(=O)Nc1nc(-c2ccc3c(c2)N(C)C(=O)C(C)O3)cs1
EOS686,6,-6.099,Cc1cc(N2C(=O)CCS2(=O)=O)cc(C)c1S(=O)(=O)NCCN(C)C.Cl
EOS687,16,-6.591,CC1CS(=O)(=O)N(c2ccc(S(=O)(=O)NCCc3ccc(F)cc3)cc2)C1=O
EOS688,3,-5.87,CC(C)CN1CC(=O)N(c2ccc(Br)cc2)[C@@H]2CS(=O)(=O)C[C@@H]21
EOS689,1,-8.029,Cc1ccc(NC(=O)N(C)Cc2cc(=O)[nH]c3ccccc23)cc1C
EOS690,1,-6.86,NC(=O)c1c(-c2ccc(F)cc2)nc2n1CCS2(=O)=O
EOS691,8,-6.55,CCN1CCN(C(=O)Cc2c(C)nc3nc(-c4cccs4)nn3c2C)CC1
EOS692,3,-6.733,CCc1nc2nc(C)c(CC(=O)Nc3ccc(OC)cc3)c(C)n2n1
EOS693,5,-6.459,O=C(CCn1ccc(=O)[nH]c1=O)Nc1ccc(Cl)cc1
EOS694,1,-6.126,Cc1ccc(OCCSc2nc3c(c(=O)[nH]2)CCC3)cc1
EOS695,1,-6.801,CCOc1ccc(NC(=O)Cc2ccccc2)c2cccnc12
EOS696,10,-8.004,Cc1ccc(N2C(=O)CCS2(=O)=O)cc1S(=O)(=O)Nc1cccc2cccnc12
EOS697,12,-6.246,COc1ccc(N2C(=O)CCS2(=O)=O)cc1S(=O)(=O)N1CCN(C(C)=O)CC1
EOS698,3,-7.942,O=S(=O)(c1ccc2c(c1)OCO2)N1CCc2cc3ccccc3nc21
EOS699,3,-6.953,COc1ccc2cc3c(nc2c1)N(C(=O)c1ccc(S(=O)(=O)N(C)C)cc1)CC3
EOS700,14,-5.626,COc1ccc(CN[C@H]2CS(=O)(=O)C[C@@H]2S(=O)(=O)c2cccs2)cc1OC
EOS701,3,-7.109,O=S1(=O)C[C@H](NCc2ccccn2)[C@@H](S(=O)(=O)c2ccc(F)cc2)C1
EOS702,7,-5.829,Cc1cc(S(=O)(=O)[C@H]2CS(=O)(=O)C[C@@H]2NCCCOC(C)C)ccc1F
EOS703,6,-6.634,O=S1(=O)C[C@H](N2CCN(c3ncccn3)CC2)[C@@H](S(=O)(=O)c2ccc(Cl)cc2)C1
EOS704,13,-6.334,CC(=O)Nc1ccc(S(=O)(=O)[C@H]2CS(=O)(=O)C[C@@H]2NC2CCCCC2)cc1
EOS705,1,-8.219,O=C(CC1CCN(C(=O)c2nnc(C(=O)Nc3cccc(Cl)c3)s2)CC1)NCC1CCCO1
EOS706,3,-8.029,Cc1ccc(S(=O)(=O)N2CCN(Cc3nc4ccccc4o3)CC2)cc1
EOS707,7,-6.812,CCc1nc(-c2cc(S(=O)(=O)N3CCC(C(=O)NCC4CCCO4)CC3)c(C)s2)no1
EOS708,3,-7.465,Cc1nc(-c2cc(NC(=O)C3CC(=O)N(c4ccccc4)C3)c(C)s2)no1
EOS709,4,-6.71,Cc1nn(C(C)C)c(C)c1S(=O)(=O)N1CCN(C(=O)c2ccc(N(C)C)cc2)CC1
EOS710,15,-7.362,Cc1ccc(NC(=O)C2CCCN(S(=O)(=O)c3c[nH]c(C(=O)N4CCCC4)c3)C2)cc1C
EOS711,3,-7.355,COc1ccc(S(=O)(=O)Nc2cc(C(=O)N3CCCC3)ccc2N2CCNCC2)cc1OC.O=C(O)C(F)(F)F
EOS712,4,-7.379,CNC(=O)N1CCCC(c2cccc(C(=O)Nc3cccc(OC)c3)c2)C1
EOS713,1,-7.687,CCCN1CCN(S(=O)(=O)c2cc(-c3ccc(=O)n(-c4c(C)noc4C)n3)ccc2OC)CC1
EOS714,1,-7.309,COc1cc(NC(=O)c2ccc3c(c2)CCN3C(=O)C2CC2)cc(OC)c1
EOS715,6,-7.312,CCOc1ccc(S(=O)(=O)N2CCCN(c3ccc(=O)n(-c4ccccc4)n3)CC2)cc1
EOS716,3,-7.527,Cc1ccc(-n2nc(N3CCN(C(=O)CCCN4C(=O)c5ccccc5C4=O)CC3)ccc2=O)cc1C
EOS717,3,-8.282,Cc1ccc(-n2nc(N3CCN(C(=O)c4n[nH]c5c4CCCC5)CC3)ccc2=O)cc1
EOS718,1,-7.097,COc1ccc(C)cc1N(C)C(=O)c1cc2c(=O)n(C)c(=O)n(C)c2s1
EOS719,10,-7.248,Cn1c(=O)c2cc(C(=O)Nc3cc(F)ccc3F)sc2n(C)c1=O
EOS720,7,-7.482,Cn1c(=O)c2cc(C(=O)N3CCC(c4ccccc4)C3)sc2n(C)c1=O
EOS721,16,-6.194,COc1ccc(S(=O)(=O)n2cc3c(=O)n(C(C)C)c(=O)n(C(C)C)c3n2)cc1
EOS722,1,-5.863,Cc1ccc(S(=O)(=O)N2CCC(N)C2)cc1
EOS723,3,-7.763,CC1CSc2ccc(S(=O)(=O)N3CCN(C4CCCCC4)CC3)cc2NC1=O
EOS724,3,-6.525,COc1ccc(-c2cc(C)no2)cc1S(=O)(=O)NCCc1ccco1
EOS725,1,-6.865,Cc1cc(-c2ccc(S(=O)(=O)Nc3cccnc3)s2)on1
EOS726,14,-6.479,CSc1cccc(N2C(=O)N(Cc3cccc(C)c3)C3CS(=O)(=O)CC32)c1
EOS727,1,-6.738,CCOc1ccc(N2C(=O)N(Cc3ccccc3Cl)C3CS(=O)(=O)CC32)cc1
EOS728,3,-6.84,CCc1ccc(NS(=O)(=O)c2ccc(N3CCCC3=O)cc2)cc1
EOS729,2,-7.104,Cc1cccc(N2CCN(C(=O)c3cccc(N4CCCS4(=O)=O)c3)CC2)c1C
EOS730,18,-6.351,COc1ccc(CCNC(=O)CCS(=O)(=O)c2ccc3c(c2)CC(=O)N3C)cc1OC
EOS731,1,-6.487,CCN(Cc1cc(=O)n2ccsc2n1)c1ccccc1
EOS732,7,-6.336,Cc1cn2c(=O)cc(CSc3ccccc3NC(=O)CC(C)C)nc2s1
EOS745,1,-7.722,CC1=C(c2ccc(Cl)cc2)S(=O)(=O)N=C1N1CCC(C(=O)N2CCC(C(N)=O)CC2)CC1
EOS746,10,-5.936,CCOCCCNC(=O)C1CCN(C2=NS(=O)(=O)C(c3ccc(C)cc3)=C2CC)CC1
EOS747,7,-7.22,Cc1ccc(N(C)S(=O)(=O)c2ccc3c(c2)OCC(C(=O)N2CCCC2)O3)cc1
EOS748,1,-6.193,CCN(c1ccccc1)S(=O)(=O)c1c(C)[nH]c(C)c1C(=O)N1CCCCC1
EOS749,8,-5.909,Cc1ccc(CNC(=O)CC(C)n2cccn2)cc1
EOS750,9,-5.796,Cc1cc(C)n(C(C)CC(=O)NCc2ccccc2C)n1
EOS751,4,-6.52,Cc1ccn(C(C)CC(=O)Nc2ccccc2F)n1
EOS752,3,-7.369,Cn1c(=O)n(C)c2cc(N3CCOCC3)c(NC(=O)Nc3cccc(Br)c3)cc21
EOS753,1,-8.174,Cc1nc2ccn(Cc3cccnc3)c(=O)c2cc1C(=O)NCc1ccc2c(c1)OCO2
EOS754,6,-6.843,COCCn1ccc2nc(C)c(C(=O)N3CCN(c4cccc(OC)c4)CC3)cc2c1=O
EOS755,1,-6.01,CSc1cccc(NC(=O)CC(C)n2ccnc2)c1
EOS756,2,-7.709,COc1cccc(CNS(=O)(=O)c2ccc3c(c2)N(C(C)=O)CCCS3)c1
EOS757,3,-7.424,O=S(=O)(Nc1ccc2c(c1)OCO2)c1ccc(-c2ccn[nH]2)s1
EOS758,10,-6.482,O=C(Cn1c(=O)oc2ccccc21)Nc1ccc(Cl)cn1
EOS759,14,-7.23,O=C(NCc1ccccc1)C1CCCN(S(=O)(=O)c2ccc3[nH]c(=O)oc3c2)C1
EOS760,5,-7.097,COc1ccc(NC(=O)Cn2cnc(S(=O)(=O)N3CCc4ccccc43)c2)cc1
EOS761,16,-6.514,CCCNc1c(NS(=O)(=O)c2cccc(C#N)c2)c(=O)oc2ccccc12
EOS762,3,-7.954,O=C(CCS(=O)(=O)c1ccc2c(c1)CCN2C(=O)C1CC1)NC1CCN(Cc2ccccc2)CC1
EOS763,17,-5.728,CCCNC(=O)NCc1cccn1Cc1cccc(C)c1
EOS764,5,-5.709,CCOCCCNC(=O)c1ccc(N2CCSc3ncccc32)s1
EOS765,2,-7.717,O=C(C1CCCN(c2nc3cccnc3s2)C1)N1CCN(c2ccccc2)CC1
EOS766,4,-6.35,CCCCN(C)C(=O)c1ccc(Cn2c(=O)[nH]c3cc(OC)c(OC)cc3c2=O)cc1
EOS767,2,-6.429,CCN(CC)C(=O)C1CCC(Cn2c(=O)c3sccc3n(CC(=O)NC(C)C)c2=O)CC1
EOS768,10,-6.066,O=C(CN1CCCN(Cc2ccccc2F)S1(=O)=O)N1CCCC1
EOS769,9,-5.977,CCN(CC)C(=O)CN1CCCN(Cc2cc(C)ccc2C)S1(=O)=O
EOS770,3,-6.323,COc1ccc(N(C)c2nc(-c3ccc(OC)c(OC)c3)no2)c(OC)c1
EOS771,1,-7.248,COc1cccc(-c2noc(N3CCN(c4ccccn4)CC3)n2)c1OC
EOS772,11,-6.252,COc1cccc(-c2noc(NCCCN3CCC(C)CC3)n2)c1
EOS773,2,-6.983,CC(=O)c1ccc(N2CCN(C(=O)CC(c3ccco3)n3cccc3)CC2)cc1
EOS774,3,-7.286,O=C(CC(c1cccc(F)c1)n1cccc1)N1CCN(c2ccccn2)CC1
EOS775,3,-6.031,CCC(=O)N1c2ccccc2CC1C(=O)NCCC(C)C
EOS776,2,-8.07,Cc1ccc(C)c(NC(=O)N2CCC3(CC2)NC(=O)c2ccccc2O3)c1
EOS777,1,-7.595,O=C(Nc1ccc(C(=O)N2CCN(c3ccccn3)CC2)cc1)C1=CSCCO1
EOS778,1,-6.677,Cc1ccc(C(=O)NCc2cccs2)cc1NC(=O)C1=CSCCO1
EOS779,10,-7.42,O=C(CN1C(=O)COc2ccc(C(=O)N3CCCC3)cc21)NCc1ccc(Cl)cc1
EOS780,1,-7.099,CCC(C)NC(=O)N1CCN(Cc2nc3cc(C(C)(C)C)ccc3o2)CC1
EOS781,2,-7.326,Cc1cc(C(=O)NCCN2CCCCCC2)c2c(=O)n(C)c(=O)n(C)c2n1
EOS782,1,-7.467,CC(=O)N1c2ccc(S(=O)(=O)N3CCCCC3)cc2CC1C(=O)N(C)Cc1ccccc1
EOS783,11,-5.852,CCN(CC)S(=O)(=O)c1ccc2c(c1)CC(C(=O)NCCSCc1ccco1)N2C(C)=O
EOS784,3,-8.122,O=C(CCc1nnc2ccc(N3CCC4(CC3)OCCO4)nn12)Nc1ccccn1
EOS785,8,-7.115,CC(C)NC(=O)CCc1nnc2ccc(NCc3ccc(F)cc3)nn12
EOS786,1,-7.218,CC(C)CNC(=O)C1CCN(c2nnc(N3CCCC3=O)s2)CC1
EOS787,8,-6.435,COc1ccc(CCNS(=O)(=O)c2ccc(C(=O)N3CCCC3)s2)cc1OC
EOS788,4,-6.829,COc1cccc(NS(=O)(=O)c2c(C(=O)N3CCC(C)CC3)c(C)n(C)c2C)c1
EOS789,3,-5.953,CCOc1ccc(CCNS(=O)(=O)c2cn(C)cn2)cc1OCC
EOS790,1,-7.319,Cc1cc(Cl)ccc1NC(=O)C1CCCN(S(=O)(=O)c2cn(C)cn2)C1
EOS791,2,-7.298,CCn1cnc(S(=O)(=O)N2CCC(C(=O)Nc3ccc(F)cc3)CC2)c1
EOS792,7,-7.002,COc1ccc(CNC(=O)CN2C(=O)CCc3cc(S(=O)(=O)N4CCC(C)CC4)ccc32)cc1
EOS793,2,-7.641,Cc1ncc(-c2ccc(S(=O)(=O)Nc3ccc4c(c3)OCO4)cc2)o1
EOS794,6,-6.92,O=S(=O)(c1ccc(-c2ccno2)o1)N1CCN(c2ccccc2)CC1
EOS795,6,-7.612,COc1ccc(Nc2nc(N3CCN(C(=O)c4ccco4)CC3)nc3c2cnn3C)cc1
EOS796,6,-6.343,COCCCNc1nc(NCc2ccccc2OC)c2cnn(C)c2n1.Cl
EOS797,1,-6.799,CCc1ccc(CNC(=O)c2cnc(N3CCOCC3)nc2)cc1
EOS798,1,-6.992,CCN1CCN(c2ncc(C(=O)Nc3ccc(Cl)cc3)c(C)n2)CC1
EOS799,6,-7.613,COc1ccccc1CNC(=O)c1cncc(NS(=O)(=O)c2ccc3c(c2)OCCO3)c1
EOS800,16,-6.588,CN(c1cncc(C(=O)NCc2cccnc2)c1)S(=O)(=O)c1ccccc1
EOS801,10,-6.777,COc1ccccc1-n1c(=O)[nH]c2c(C(N)=O)nc(-c3ccncc3)nc21
EOS802,5,-6.271,CCN(CC)C(=O)Cn1ccn2nc(-c3ccc(OC)c(OC)c3)cc2c1=O
EOS803,16,-6.244,COc1ccc(-c2cc3c(SCC(=O)NC(C)C)nccn3n2)cc1
EOS805,4,-6.33,CCOc1ccc(-n2ccn3c(CCCC(=O)NCC(C)C)nnc3c2=O)cc1
EOS806,1,-7.456,CC(CC(=O)NCc1cccs1)Cc1nnc2c(=O)n(-c3cccc(F)c3)ccn12
EOS807,1,-8.208,COc1cccc(C(=O)N2CCN(S(=O)(=O)c3cc4c5c(c3)CCC(=O)N5CCC4)CC2)c1
EOS808,1,-8.114,Cc1ccc(-n2nc(C)c3nc(CCC(=O)N4CCN(c5ccccn5)CC4)c(=O)n(C)c32)cc1
EOS809,7,-6.399,CCc1nn2c(=O)cc(CSCC(=O)Nc3cccc(C)c3)nc2s1
EOS810,1,-7.347,Cc1cc2[nH]c(=O)[nH]c2cc1NS(=O)(=O)c1ccc(F)cc1
EOS811,3,-7.084,Cc1ccc(S(=O)(=O)Nc2ccc3[nH]c(=O)oc3c2)c(C)c1
EOS812,2,-6.705,COc1cccc(C(=O)Nc2ccc3[nH]c(=O)oc3c2)c1
EOS813,1,-6.827,CCn1c(=O)oc2cc(NS(=O)(=O)c3c(C)noc3C)ccc21
EOS814,1,-6.749,CCCn1c(=O)oc2cc(NC(=O)Nc3cc(OC)c(OC)c(OC)c3)ccc21
EOS815,11,-7.755,O=C(NCc1cccnc1)C1CCN(c2nccn3nc(-c4ccccc4)cc23)CC1
EOS816,8,-8.092,Cc1cc(C)n(CC(=O)Nc2ccccc2C(=O)N2CCN(c3ccccn3)CC2)c(=O)c1C#N
EOS817,4,-6.706,CCCCOc1ccc(C(=O)Nc2cc(N3CCCS3(=O)=O)ccc2OC)cc1
EOS818,1,-7.06,COc1ccc(CC(=O)N2CCC3(CC2)OCCN3S(=O)(=O)c2ccc(Cl)cc2)cc1
EOS819,7,-5.749,CCCS(=O)(=O)Nc1ccc2c(c1)CCCN2S(=O)(=O)CCC
EOS820,1,-7.599,O=S(=O)(Nc1ccccc1F)c1ccc(N2CCCCS2(=O)=O)cc1
EOS821,10,-6.522,CCC(=O)N1CCCc2ccc(NC(=O)COc3ccccc3)cc21
EOS822,17,-6.188,CS(=O)(=O)N1CCCc2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc21
EOS823,1,-7.773,CCCNC(=O)Cn1c(=O)nc(-c2ccccc2)c2ccccc21
EOS824,2,-6.738,COc1cccc(NC(=O)c2ncoc2-c2ccc(C)o2)c1
EOS825,3,-6.364,CCn1nc(C)c(CCNC(=O)Nc2cc(OC)ccc2OC)c1C
EOS826,15,-6.821,O=C(NCCc1ccco1)c1cc2n(n1)CCCN(Cc1cccc(F)c1)C2=O
EOS916,3,-7.506,Cc1ccc(C)c(NC(=O)Cn2nc3c(cc2=O)CC(C)CC3)c1
EOS917,1,-7.146,Cc1cc(NC(=O)c2cccn(Cc3cccc(F)c3)c2=O)no1
EOS918,1,-7.814,NS(=O)(=O)c1ccc(NC(=O)c2cccn(Cc3ccccc3F)c2=O)cc1
EOS919,10,-7.081,COc1ccc(NC(=O)c2ccc(=O)n(Cc3cccc(F)c3)c2)cc1OC
EOS920,2,-6.88,Cc1ccc(C(=O)Nc2nnc3n2CCCS3)cc1
EOS921,1,-7.268,Cc1nc(-c2ccc(N3CCN(C(=O)c4ccccc4)CC3)cc2)no1
EOS922,3,-8.07,O=c1ccc2cc(S(=O)(=O)N3CCN(c4ccc(F)cc4)CC3)ccc2[nH]1
EOS923,10,-5.74,CC(=O)N1CCCc2cc(S(=O)(=O)N(Cc3cccs3)C(C)C)ccc21
EOS924,13,-6.687,CCn1c(SCC(=O)Nc2nccs2)nc2c([nH]c3ccccc32)c1=O
EOS925,4,-6.062,COc1ccc(-n2ccnc2SCC(=O)Nc2nc(C)cs2)c(OC)c1
EOS926,13,-6.434,O=C(CSc1nccn1Cc1ccc2c(c1)OCO2)Nc1nccs1
EOS927,10,-7.186,Cc1onc(-c2ccccc2Cl)c1C(=O)Nc1cc(=O)n(C)c(=O)n1C
EOS928,3,-6.14,CCOc1cc(C(=O)Nc2cc(=O)n(C)c(=O)n2C)cc(OCC)c1OCC
