ZINC,ECBD,mode,affinity,rmsd l.b.,rmsd u.b.
ZINC000019632834,,1.0,-7.1,0.0,0.0
ZINC000019909389,EOS2076,1.0,-7.1,0.0,0.0
ZINC000009673832,EOS460,1.0,-7.1,0.0,0.0
,EOS2111,1.0,-7.1,0.0,0.0
ZINC000095619105,,1.0,-7.1,0.0,0.0
ZINC000000630739,EOS100878,1.0,-7.1,0.0,0.0
ZINC000000403011,,1.0,-7.1,0.0,0.0
ZINC000064760531,EOS1367,1.0,-7.1,0.0,0.0
ZINC000064889310,EOS1722,1.0,-7.1,0.0,0.0
ZINC000019796155,EOS100602,1.0,-7.1,0.0,0.0
ZINC000003932545,EOS101016,1.0,-7.1,0.0,0.0
ZINC000005115722,EOS100220,1.0,-7.1,0.0,0.0
ZINC000014962724,EOS100312,1.0,-7.1,0.0,0.0
ZINC000001605725,EOS100518,1.0,-7.1,0.0,0.0
ZINC000067338996,EOS2417,1.0,-7.1,0.0,0.0
ZINC000015948111,EOS2034,1.0,-7.1,0.0,0.0
,EOS355,1.0,-7.1,0.0,0.0
ZINC000064980388,EOS968,1.0,-7.1,0.0,0.0
ZINC000067602069,EOS2422,1.0,-7.1,0.0,0.0
ZINC000012323272,EOS378,1.0,-7.1,0.0,0.0
ZINC000020995536,EOS762,1.0,-7.1,0.0,0.0
ZINC000019816035,EOS1088,1.0,-7.1,0.0,0.0
ZINC000000527807,EOS1898,1.0,-7.1,0.0,0.0
ZINC000000235790,EOS2223,1.0,-7.1,0.0,0.0
,EOS1667,1.0,-7.1,0.0,0.0
ZINC000019942450,EOS185,1.0,-7.1,0.0,0.0
,EOS657,1.0,-7.1,0.0,0.0
ZINC000000132459,EOS2249,1.0,-7.1,0.0,0.0
ZINC000000510347,EOS1957,1.0,-7.1,0.0,0.0
ZINC000064976563,EOS908,1.0,-7.1,0.0,0.0
ZINC000000009321,EOS101107,1.0,-7.1,0.0,0.0
ZINC000170625521,EOS119,1.0,-7.1,0.0,0.0
ZINC000000389747,,1.0,-7.1,0.0,0.0
ZINC000033057705,EOS841,1.0,-7.1,0.0,0.0
,EOS537,1.0,-7.1,0.0,0.0
ZINC000000968327,,1.0,-7.1,0.0,0.0
ZINC000030755813,EOS2350,1.0,-7.1,0.0,0.0
ZINC000010010808,EOS370,1.0,-7.1,0.0,0.0
,EOS1647,1.0,-7.1,0.0,0.0
ZINC000100069632,EOS1788,1.0,-7.1,0.0,0.0
ZINC000003842798,EOS101238,1.0,-7.1,0.0,0.0
,EOS1541,1.0,-7.1,0.0,0.0
,EOS1873,1.0,-7.1,0.0,0.0
,EOS1535,1.0,-7.0,0.0,0.0
ZINC000065224722,EOS1294,1.0,-7.0,0.0,0.0
,EOS1397,1.0,-7.0,0.0,0.0
ZINC000004540640,EOS581,1.0,-7.0,0.0,0.0
ZINC000012503099,,1.0,-7.0,0.0,0.0
ZINC000005136865,EOS822,1.0,-7.0,0.0,0.0
ZINC000003830321,EOS100019,1.0,-7.0,0.0,0.0
ZINC000000517261,EOS100189,1.0,-7.0,0.0,0.0
ZINC000096232013,EOS109,1.0,-7.0,0.0,0.0
ZINC000000601301,,1.0,-7.0,0.0,0.0
ZINC000002391787,EOS100274,1.0,-7.0,0.0,0.0
,EOS1929,1.0,-7.0,0.0,0.0
ZINC000003830986,,1.0,-7.0,0.0,0.0
ZINC000006681553,EOS2188,1.0,-7.0,0.0,0.0
ZINC000118912814,EOS100583,1.0,-7.0,0.0,0.0
ZINC000003794601,,1.0,-7.0,0.0,0.0
ZINC000000599734,,1.0,-7.0,0.0,0.0
,EOS206,1.0,-7.0,0.0,0.0
ZINC000065149885,EOS1213,1.0,-7.0,0.0,0.0
ZINC000035537993,EOS1725,1.0,-7.0,0.0,0.0
,EOS1703,1.0,-7.0,0.0,0.0
,EOS100750,1.0,-7.0,0.0,0.0
ZINC000010286738,EOS2115,1.0,-7.0,0.0,0.0
ZINC000020295300,EOS1848,1.0,-7.0,0.0,0.0
,EOS541,1.0,-7.0,0.0,0.0
ZINC000498035578,EOS100165,1.0,-7.0,0.0,0.0
ZINC000009614889,EOS1764,1.0,-7.0,0.0,0.0
ZINC000033287226,EOS1148,1.0,-7.0,0.0,0.0
ZINC000038197764,,1.0,-7.0,0.0,0.0
ZINC000001542199,,1.0,-7.0,0.0,0.0
ZINC000000089763,,1.0,-7.0,0.0,0.0
ZINC000002015928,,1.0,-7.0,0.0,0.0
ZINC000015083721,EOS368,1.0,-7.0,0.0,0.0
ZINC000064987632,EOS996,1.0,-7.0,0.0,0.0
,EOS2127,1.0,-7.0,0.0,0.0
ZINC000068268147,EOS100879,1.0,-7.0,0.0,0.0
ZINC000170625530,EOS118,1.0,-7.0,0.0,0.0
ZINC000012504504,EOS101386,1.0,-7.0,0.0,0.0
,EOS381,1.0,-7.0,0.0,0.0
,EOS1413,1.0,-7.0,0.0,0.0
ZINC000001204062,EOS100765,1.0,-7.0,0.0,0.0
,EOS1839,1.0,-7.0,0.0,0.0
ZINC000032071404,EOS74,1.0,-7.0,0.0,0.0
ZINC000065132869,EOS1194,1.0,-7.0,0.0,0.0
,EOS577,1.0,-7.0,0.0,0.0
ZINC000040397585,EOS2463,1.0,-7.0,0.0,0.0
ZINC000002340442,EOS1942,1.0,-7.0,0.0,0.0
ZINC000000455945,EOS2201,1.0,-7.0,0.0,0.0
ZINC000004809331,EOS2060,1.0,-7.0,0.0,0.0
ZINC000001757986,EOS100077,1.0,-7.0,0.0,0.0
ZINC000100658269,EOS1045,1.0,-7.0,0.0,0.0
ZINC000012375695,EOS2382,1.0,-7.0,0.0,0.0
ZINC000033038376,EOS721,1.0,-7.0,0.0,0.0
ZINC000049545312,EOS50,1.0,-7.0,0.0,0.0
ZINC000000815094,EOS2398,1.0,-7.0,0.0,0.0
,EOS1407,1.0,-7.0,0.0,0.0
ZINC000100035385,,1.0,-7.0,0.0,0.0
ZINC000011916254,EOS636,1.0,-7.0,0.0,0.0
ZINC000019620791,EOS307,1.0,-7.0,0.0,0.0
ZINC000015592794,EOS2453,1.0,-7.0,0.0,0.0
ZINC000000350060,EOS2255,1.0,-7.0,0.0,0.0
ZINC000028654995,EOS100453,1.0,-7.0,0.0,0.0
ZINC000013896540,EOS2006,1.0,-7.0,0.0,0.0
,EOS1499,1.0,-7.0,0.0,0.0
ZINC000100036536,,1.0,-7.0,0.0,0.0
,EOS1682,1.0,-7.0,0.0,0.0
ZINC000003826602,EOS100237,1.0,-7.0,0.0,0.0
,EOS412,1.0,-7.0,0.0,0.0
,EOS100524,1.0,-7.0,0.0,0.0
ZINC000000151363,EOS98640,1.0,-7.0,0.0,0.0
,EOS1591,1.0,-7.0,0.0,0.0
,EOS100820,1.0,-7.0,0.0,0.0
ZINC000032987672,EOS1707,1.0,-7.0,0.0,0.0
ZINC000005304904,EOS848,1.0,-7.0,0.0,0.0
ZINC000043207770,EOS100749,1.0,-7.0,0.0,0.0
ZINC000064591666,EOS805,1.0,-7.0,0.0,0.0
ZINC000002526562,EOS100634,1.0,-7.0,0.0,0.0
,EOS1494,1.0,-7.0,0.0,0.0
ZINC000010448436,EOS2145,1.0,-7.0,0.0,0.0
ZINC000001075521,EOS1906,1.0,-7.0,0.0,0.0
ZINC000004474682,,1.0,-7.0,0.0,0.0
ZINC000253413997,EOS171,1.0,-7.0,0.0,0.0
,EOS554,1.0,-7.0,0.0,0.0
ZINC000036365988,EOS59,1.0,-7.0,0.0,0.0
ZINC000001886617,,1.0,-7.0,0.0,0.0
ZINC000000537928,,1.0,-7.0,0.0,0.0
,EOS1473,1.0,-7.0,0.0,0.0
ZINC000012195622,EOS304,1.0,-7.0,0.0,0.0
ZINC000114617828,EOS100021,1.0,-7.0,0.0,0.0
ZINC000170625547,EOS120,1.0,-7.0,0.0,0.0
ZINC000015829548,EOS425,1.0,-7.0,0.0,0.0
ZINC000003776970,,1.0,-7.0,0.0,0.0
ZINC000004676424,,1.0,-7.0,0.0,0.0
,EOS1265,1.0,-7.0,0.0,0.0
ZINC000055408408,EOS704,1.0,-7.0,0.0,0.0
ZINC000100008319,,1.0,-7.0,0.0,0.0
,EOS100325,1.0,-7.0,0.0,0.0
,EOS2351,1.0,-7.0,0.0,0.0
,EOS100155,1.0,-7.0,0.0,0.0
ZINC000012322901,EOS2318,1.0,-7.0,0.0,0.0
ZINC000011916193,EOS628,1.0,-7.0,0.0,0.0
ZINC000000402954,,1.0,-7.0,0.0,0.0
ZINC000009299732,EOS2158,1.0,-7.0,0.0,0.0
ZINC000097938837,EOS1307,1.0,-7.0,0.0,0.0
ZINC000052509437,EOS100822,1.0,-7.0,0.0,0.0
,EOS203,1.0,-7.0,0.0,0.0
,EOS330,1.0,-7.0,0.0,0.0
ZINC000035930738,EOS100502,1.0,-7.0,0.0,0.0
ZINC000016052857,EOS100603,1.0,-7.0,0.0,0.0
ZINC000033359643,EOS2339,1.0,-7.0,0.0,0.0
ZINC000061720127,EOS157,1.0,-7.0,0.0,0.0
,EOS100316,1.0,-7.0,0.0,0.0
ZINC000003983936,EOS100393,1.0,-7.0,0.0,0.0
,EOS982,1.0,-7.0,0.0,0.0
,EOS1412,1.0,-7.0,0.0,0.0
,EOS100893,1.0,-7.0,0.0,0.0
,EOS1409,1.0,-7.0,0.0,0.0
ZINC000003824921,,1.0,-7.0,0.0,0.0
ZINC000002700684,EOS1977,1.0,-7.0,0.0,0.0
ZINC000140942397,EOS100047,1.0,-7.0,0.0,0.0
ZINC000033282354,EOS1132,1.0,-7.0,0.0,0.0
ZINC000021921687,EOS767,1.0,-7.0,0.0,0.0
,EOS2333,1.0,-7.0,0.0,0.0
ZINC000006411540,EOS100284,1.0,-7.0,0.0,0.0
ZINC000043206370,EOS101620,1.0,-7.0,0.0,0.0
ZINC000020215101,EOS618,1.0,-7.0,0.0,0.0
ZINC000013985942,EOS100576,1.0,-7.0,0.0,0.0
ZINC000013009202,EOS2357,1.0,-7.0,0.0,0.0
ZINC000003807804,EOS101370,1.0,-7.0,0.0,0.0
ZINC000000968326,,1.0,-7.0,0.0,0.0
ZINC000034220093,,1.0,-7.0,0.0,0.0
ZINC000096006023,,1.0,-7.0,0.0,0.0
ZINC000010112199,EOS2122,1.0,-7.0,0.0,0.0
,EOS100238,1.0,-7.0,0.0,0.0
ZINC000000001370,,1.0,-7.0,0.0,0.0
ZINC000008551179,,1.0,-7.0,0.0,0.0
ZINC000022448696,,1.0,-7.0,0.0,0.0
ZINC000003985982,,1.0,-7.0,0.0,0.0
ZINC000003875980,,1.0,-7.0,0.0,0.0
ZINC000019942432,EOS183,1.0,-7.0,0.0,0.0
ZINC000012504479,EOS101172,1.0,-7.0,0.0,0.0
,EOS100859,1.0,-7.0,0.0,0.0
,EOS2020,1.0,-7.0,0.0,0.0
ZINC000035448956,EOS915,1.0,-7.0,0.0,0.0
ZINC000003871501,EOS100710,1.0,-7.0,0.0,0.0
ZINC000000408048,EOS1884,1.0,-7.0,0.0,0.0
ZINC000000149078,EOS2230,1.0,-7.0,0.0,0.0
ZINC000046058911,EOS984,1.0,-7.0,0.0,0.0
ZINC000003812841,EOS100788,1.0,-7.0,0.0,0.0
ZINC000064889041,EOS1720,1.0,-7.0,0.0,0.0
,EOS1867,1.0,-7.0,0.0,0.0
ZINC000001541868,EOS100958,1.0,-7.0,0.0,0.0
ZINC000002146973,EOS100779,1.0,-7.0,0.0,0.0
ZINC000000600748,EOS101290,1.0,-7.0,0.0,0.0
ZINC000001999487,,1.0,-7.0,0.0,0.0
ZINC000034806477,,1.0,-7.0,0.0,0.0
ZINC000001619592,EOS101045,1.0,-7.0,0.0,0.0
ZINC000005346173,EOS1031,1.0,-7.0,0.0,0.0
,EOS749,1.0,-7.0,0.0,0.0
ZINC000019386391,EOS2297,1.0,-7.0,0.0,0.0
ZINC000009200232,EOS585,1.0,-7.0,0.0,0.0
ZINC000040286708,EOS1828,1.0,-7.0,0.0,0.0
ZINC000019819445,EOS294,1.0,-7.0,0.0,0.0
,EOS1540,1.0,-7.0,0.0,0.0
ZINC000005058372,EOS480,1.0,-7.0,0.0,0.0
ZINC000013679753,EOS1813,1.0,-7.0,0.0,0.0
ZINC000019819135,EOS282,1.0,-7.0,0.0,0.0
ZINC000015669847,EOS634,1.0,-7.0,0.0,0.0
ZINC000021643424,EOS827,1.0,-7.0,0.0,0.0
ZINC000005182938,EOS571,1.0,-7.0,0.0,0.0
ZINC000075874152,EOS1347,1.0,-7.0,0.0,0.0
,EOS100271,1.0,-7.0,0.0,0.0
ZINC000100009525,EOS2253,1.0,-7.0,0.0,0.0
,EOS100062,1.0,-7.0,0.0,0.0
ZINC000008214644,EOS100853,1.0,-7.0,0.0,0.0
ZINC000034227813,EOS100547,1.0,-7.0,0.0,0.0
ZINC000011690523,EOS2152,1.0,-7.0,0.0,0.0
ZINC000003252717,EOS570,1.0,-7.0,0.0,0.0
ZINC000020622474,EOS2298,1.0,-7.0,0.0,0.0
ZINC000100002044,EOS100356,1.0,-7.0,0.0,0.0
,EOS2039,1.0,-7.0,0.0,0.0
ZINC000004584135,EOS940,1.0,-7.0,0.0,0.0
ZINC000013722170,EOS2175,1.0,-7.0,0.0,0.0
ZINC000002871569,EOS1922,1.0,-7.0,0.0,0.0
ZINC000007708153,EOS2151,1.0,-7.0,0.0,0.0
ZINC000003861550,EOS100709,1.0,-7.0,0.0,0.0
ZINC000033113891,EOS1060,1.0,-7.0,0.0,0.0
ZINC000005456939,,1.0,-7.0,0.0,0.0
ZINC000000896755,,1.0,-7.0,0.0,0.0
ZINC000011616925,,1.0,-7.0,0.0,0.0
ZINC000000009689,,1.0,-7.0,0.0,0.0
,EOS2189,1.0,-7.0,0.0,0.0
ZINC000046023909,EOS691,1.0,-7.0,0.0,0.0
ZINC000065362695,EOS1843,1.0,-7.0,0.0,0.0
ZINC000013474734,EOS100230,1.0,-7.0,0.0,0.0
ZINC000000582801,EOS1938,1.0,-7.0,0.0,0.0
,EOS2018,1.0,-7.0,0.0,0.0
,EOS1577,1.0,-7.0,0.0,0.0
ZINC000020457259,EOS2308,1.0,-7.0,0.0,0.0
ZINC000001543563,EOS101064,1.0,-7.0,0.0,0.0
,EOS1493,1.0,-7.0,0.0,0.0
ZINC000000007339,EOS101035,1.0,-7.0,0.0,0.0
ZINC000100037020,,1.0,-7.0,0.0,0.0
,EOS2299,1.0,-7.0,0.0,0.0
ZINC000003869768,EOS100804,1.0,-7.0,0.0,0.0
,EOS100792,1.0,-7.0,0.0,0.0
ZINC000000537891,,1.0,-7.0,0.0,0.0
ZINC000065226423,EOS1302,1.0,-7.0,0.0,0.0
,EOS98608,1.0,-7.0,0.0,0.0
,EOS329,1.0,-7.0,0.0,0.0
ZINC000100296828,,1.0,-7.0,0.0,0.0
ZINC000003792789,,1.0,-7.0,0.0,0.0
ZINC000017337582,EOS1029,1.0,-7.0,0.0,0.0
ZINC000001530638,,1.0,-7.0,0.0,0.0
,EOS1486,1.0,-7.0,0.0,0.0
ZINC000118210078,EOS100101,1.0,-7.0,0.0,0.0
ZINC000000002191,,1.0,-7.0,0.0,0.0
ZINC000001319780,,1.0,-7.0,0.0,0.0
ZINC000004097305,EOS101161,1.0,-7.0,0.0,0.0
ZINC000005439015,EOS315,1.0,-7.0,0.0,0.0
ZINC000067601769,EOS2367,1.0,-7.0,0.0,0.0
ZINC000003873977,EOS100329,1.0,-7.0,0.0,0.0
ZINC000000057255,,1.0,-7.0,0.0,0.0
ZINC000000538275,,1.0,-7.0,0.0,0.0
ZINC000000643055,,1.0,-7.0,0.0,0.0
,EOS1317,1.0,-7.0,0.0,0.0
ZINC000000462413,EOS2235,1.0,-7.0,0.0,0.0
ZINC000095561917,EOS100087,1.0,-7.0,0.0,0.0
,EOS2025,1.0,-7.0,0.0,0.0
,EOS1982,1.0,-7.0,0.0,0.0
,EOS100560,1.0,-7.0,0.0,0.0
,EOS1127,1.0,-7.0,0.0,0.0
ZINC000100073972,EOS101116,1.0,-7.0,0.0,0.0
ZINC000003871633,EOS101057,1.0,-7.0,0.0,0.0
,EOS101299,1.0,-7.0,0.0,0.0
ZINC000000000301,,1.0,-7.0,0.0,0.0
ZINC000051951647,,1.0,-7.0,0.0,0.0
,EOS101146,1.0,-7.0,0.0,0.0
ZINC000065170857,EOS1230,1.0,-7.0,0.0,0.0
ZINC000011906578,EOS2186,1.0,-7.0,0.0,0.0
ZINC000000538483,,1.0,-7.0,0.0,0.0
,EOS2309,1.0,-7.0,0.0,0.0
ZINC000021783438,EOS601,1.0,-7.0,0.0,0.0
ZINC000004115463,EOS507,1.0,-7.0,0.0,0.0
ZINC000097938260,EOS1277,1.0,-7.0,0.0,0.0
ZINC000017247710,EOS821,1.0,-7.0,0.0,0.0
,EOS358,1.0,-7.0,0.0,0.0
,EOS176,1.0,-7.0,0.0,0.0
ZINC000001536201,EOS100020,1.0,-6.9,0.0,0.0
ZINC000030691736,EOS101244,1.0,-6.9,0.0,0.0
ZINC000014210455,,1.0,-6.9,0.0,0.0
ZINC000000154964,,1.0,-6.9,0.0,0.0
,EOS100493,1.0,-6.9,0.0,0.0
,EOS672,1.0,-6.9,0.0,0.0
ZINC000003808299,EOS101201,1.0,-6.9,0.0,0.0
,EOS2332,1.0,-6.9,0.0,0.0
,EOS1457,1.0,-6.9,0.0,0.0
,EOS100177,1.0,-6.9,0.0,0.0
,EOS100799,1.0,-6.9,0.0,0.0
ZINC000000968305,,1.0,-6.9,0.0,0.0
ZINC000000402909,,1.0,-6.9,0.0,0.0
,EOS51,1.0,-6.9,0.0,0.0
ZINC000004384746,EOS2024,1.0,-6.9,0.0,0.0
,EOS2356,1.0,-6.9,0.0,0.0
ZINC000000643114,,1.0,-6.9,0.0,0.0
ZINC000003873295,,1.0,-6.9,0.0,0.0
ZINC000015777347,EOS786,1.0,-6.9,0.0,0.0
ZINC000018277046,EOS2212,1.0,-6.9,0.0,0.0
ZINC000008604769,EOS98644,1.0,-6.9,0.0,0.0
ZINC000021783350,EOS592,1.0,-6.9,0.0,0.0
ZINC000001542392,,1.0,-6.9,0.0,0.0
ZINC000000000856,,1.0,-6.9,0.0,0.0
ZINC000005154923,EOS2161,1.0,-6.9,0.0,0.0
ZINC000003830391,,1.0,-6.9,0.0,0.0
,EOS1641,1.0,-6.9,0.0,0.0
,EOS331,1.0,-6.9,0.0,0.0
,EOS1496,1.0,-6.9,0.0,0.0
,EOS727,1.0,-6.9,0.0,0.0
ZINC000072232826,EOS100513,1.0,-6.9,0.0,0.0
ZINC000604418549,EOS15,1.0,-6.9,0.0,0.0
ZINC000203692125,EOS100279,1.0,-6.9,0.0,0.0
ZINC000020867292,EOS545,1.0,-6.9,0.0,0.0
ZINC000065361875,EOS2372,1.0,-6.9,0.0,0.0
ZINC000000003876,,1.0,-6.9,0.0,0.0
ZINC000000000128,,1.0,-6.9,0.0,0.0
,EOS1464,1.0,-6.9,0.0,0.0
,EOS1453,1.0,-6.9,0.0,0.0
,EOS2377,1.0,-6.9,0.0,0.0
ZINC000002886363,EOS2067,1.0,-6.9,0.0,0.0
ZINC000015919262,EOS1958,1.0,-6.9,0.0,0.0
ZINC000039059267,EOS101249,1.0,-6.9,0.0,0.0
ZINC000053281155,EOS172,1.0,-6.9,0.0,0.0
,EOS1505,1.0,-6.9,0.0,0.0
,EOS2016,1.0,-6.9,0.0,0.0
ZINC000012405992,EOS2138,1.0,-6.9,0.0,0.0
ZINC000008214714,EOS100480,1.0,-6.9,0.0,0.0
ZINC000006807030,EOS535,1.0,-6.9,0.0,0.0
,EOS1411,1.0,-6.9,0.0,0.0
ZINC000033311839,EOS1240,1.0,-6.9,0.0,0.0
ZINC000067603397,EOS2457,1.0,-6.9,0.0,0.0
,EOS934,1.0,-6.9,0.0,0.0
ZINC000000502037,EOS440,1.0,-6.9,0.0,0.0
ZINC000019819704,EOS297,1.0,-6.9,0.0,0.0
ZINC000065362260,EOS2409,1.0,-6.9,0.0,0.0
ZINC000009029220,EOS391,1.0,-6.9,0.0,0.0
,EOS1961,1.0,-6.9,0.0,0.0
ZINC000035429956,EOS836,1.0,-6.9,0.0,0.0
ZINC000057511025,EOS803,1.0,-6.9,0.0,0.0
ZINC000001843099,,1.0,-6.9,0.0,0.0
ZINC000040268199,EOS78,1.0,-6.9,0.0,0.0
ZINC000022002214,,1.0,-6.9,0.0,0.0
ZINC000016976462,EOS874,1.0,-6.9,0.0,0.0
,EOS1799,1.0,-6.9,0.0,0.0
ZINC000027109670,EOS100743,1.0,-6.9,0.0,0.0
ZINC000103252336,EOS100412,1.0,-6.9,0.0,0.0
ZINC000147701032,EOS100670,1.0,-6.9,0.0,0.0
,EOS1229,1.0,-6.9,0.0,0.0
ZINC000000007782,,1.0,-6.9,0.0,0.0
,EOS86,1.0,-6.9,0.0,0.0
ZINC000013540519,EOS101695,1.0,-6.9,0.0,0.0
ZINC000043196550,EOS100415,1.0,-6.9,0.0,0.0
ZINC000000005823,,1.0,-6.9,0.0,0.0
ZINC000000020240,,1.0,-6.9,0.0,0.0
ZINC000001633889,,1.0,-6.9,0.0,0.0
ZINC000001849659,EOS100463,1.0,-6.9,0.0,0.0
ZINC000000113428,,1.0,-6.9,0.0,0.0
ZINC000011680799,EOS100929,1.0,-6.9,0.0,0.0
ZINC000095616603,EOS101043,1.0,-6.9,0.0,0.0
ZINC000003938751,,1.0,-6.9,0.0,0.0
ZINC000014879992,,1.0,-6.9,0.0,0.0
ZINC000000000797,EOS100808,1.0,-6.9,0.0,0.0
ZINC000033268905,EOS902,1.0,-6.9,0.0,0.0
ZINC000001926192,EOS1877,1.0,-6.9,0.0,0.0
ZINC000000355432,EOS100315,1.0,-6.9,0.0,0.0
,EOS468,1.0,-6.9,0.0,0.0
,EOS1633,1.0,-6.9,0.0,0.0
ZINC000033292438,EOS1165,1.0,-6.9,0.0,0.0
ZINC000000119988,EOS100906,1.0,-6.9,0.0,0.0
ZINC000000645849,EOS1986,1.0,-6.9,0.0,0.0
ZINC000017070427,EOS649,1.0,-6.9,0.0,0.0
ZINC000046145855,EOS1089,1.0,-6.9,0.0,0.0
ZINC000001690324,,1.0,-6.9,0.0,0.0
ZINC000000538627,,1.0,-6.9,0.0,0.0
,EOS1965,1.0,-6.9,0.0,0.0
ZINC000012138577,EOS2120,1.0,-6.9,0.0,0.0
ZINC000000357412,EOS1865,1.0,-6.9,0.0,0.0
ZINC000021172441,EOS589,1.0,-6.9,0.0,0.0
ZINC000103260600,EOS100973,1.0,-6.9,0.0,0.0
ZINC000002869148,EOS1908,1.0,-6.9,0.0,0.0
ZINC000019819443,EOS293,1.0,-6.9,0.0,0.0
ZINC000075330647,EOS692,1.0,-6.9,0.0,0.0
ZINC000075403147,EOS1697,1.0,-6.9,0.0,0.0
ZINC000065111820,EOS1155,1.0,-6.9,0.0,0.0
ZINC000010967640,EOS2427,1.0,-6.9,0.0,0.0
ZINC000000897222,,1.0,-6.9,0.0,0.0
ZINC000003943279,,1.0,-6.9,0.0,0.0
ZINC000004474405,,1.0,-6.9,0.0,0.0
ZINC000012805661,EOS2405,1.0,-6.9,0.0,0.0
,EOS1771,1.0,-6.9,0.0,0.0
,EOS647,1.0,-6.9,0.0,0.0
,EOS1203,1.0,-6.9,0.0,0.0
ZINC000001079474,EOS1943,1.0,-6.9,0.0,0.0
ZINC000000014007,,1.0,-6.9,0.0,0.0
ZINC000001850376,,1.0,-6.9,0.0,0.0
ZINC000000015515,,1.0,-6.9,0.0,0.0
,EOS830,1.0,-6.9,0.0,0.0
,EOS1497,1.0,-6.9,0.0,0.0
ZINC000005439353,EOS296,1.0,-6.9,0.0,0.0
,EOS1489,1.0,-6.9,0.0,0.0
,EOS1631,1.0,-6.9,0.0,0.0
ZINC000000113382,,1.0,-6.9,0.0,0.0
,EOS467,1.0,-6.9,0.0,0.0
ZINC000003812944,,1.0,-6.9,0.0,0.0
ZINC000000119305,EOS101126,1.0,-6.9,0.0,0.0
,EOS1661,1.0,-6.9,0.0,0.0
ZINC000065209893,EOS1272,1.0,-6.9,0.0,0.0
,EOS101060,1.0,-6.9,0.0,0.0
ZINC000000008667,,1.0,-6.9,0.0,0.0
ZINC000000005151,,1.0,-6.9,0.0,0.0
ZINC000002008866,,1.0,-6.9,0.0,0.0
,EOS1543,1.0,-6.9,0.0,0.0
ZINC000004856326,EOS621,1.0,-6.9,0.0,0.0
ZINC000205442186,EOS100769,1.0,-6.9,0.0,0.0
ZINC000067219797,EOS1292,1.0,-6.9,0.0,0.0
ZINC000064979594,EOS963,1.0,-6.9,0.0,0.0
ZINC000033173065,EOS1180,1.0,-6.9,0.0,0.0
ZINC000030691420,,1.0,-6.9,0.0,0.0
ZINC000065215487,EOS1286,1.0,-6.9,0.0,0.0
ZINC000000412857,EOS2075,1.0,-6.9,0.0,0.0
ZINC000001111241,EOS1849,1.0,-6.9,0.0,0.0
,EOS100216,1.0,-6.9,0.0,0.0
ZINC000064748077,EOS1205,1.0,-6.9,0.0,0.0
ZINC000033266485,EOS813,1.0,-6.9,0.0,0.0
,EOS1244,1.0,-6.9,0.0,0.0
ZINC000004183739,EOS2229,1.0,-6.9,0.0,0.0
ZINC000006747144,EOS591,1.0,-6.9,0.0,0.0
ZINC000000081975,EOS1914,1.0,-6.9,0.0,0.0
,EOS1988,1.0,-6.9,0.0,0.0
ZINC000096386045,EOS1270,1.0,-6.9,0.0,0.0
ZINC000021535941,EOS732,1.0,-6.9,0.0,0.0
ZINC000035509068,EOS879,1.0,-6.9,0.0,0.0
ZINC000029054251,EOS100276,1.0,-6.9,0.0,0.0
ZINC000040387750,EOS2452,1.0,-6.9,0.0,0.0
ZINC000052509444,EOS101108,1.0,-6.9,0.0,0.0
ZINC000000009308,EOS101065,1.0,-6.9,0.0,0.0
,EOS101273,1.0,-6.9,0.0,0.0
ZINC000008660412,EOS100780,1.0,-6.9,0.0,0.0
,EOS100543,1.0,-6.9,0.0,0.0
ZINC000000402830,,1.0,-6.9,0.0,0.0
ZINC000000225269,EOS2202,1.0,-6.9,0.0,0.0
,EOS1673,1.0,-6.9,0.0,0.0
ZINC000100052688,,1.0,-6.9,0.0,0.0
ZINC000035653009,,1.0,-6.9,0.0,0.0
ZINC000004468780,,1.0,-6.9,0.0,0.0
ZINC000003874185,,1.0,-6.9,0.0,0.0
ZINC000000120286,,1.0,-6.9,0.0,0.0
,EOS567,1.0,-6.9,0.0,0.0
,EOS726,1.0,-6.9,0.0,0.0
ZINC000033298969,EOS1182,1.0,-6.9,0.0,0.0
ZINC000012427858,EOS1007,1.0,-6.9,0.0,0.0
ZINC000002016037,,1.0,-6.9,0.0,0.0
ZINC000010450167,EOS2139,1.0,-6.9,0.0,0.0
ZINC000015824302,EOS945,1.0,-6.9,0.0,0.0
ZINC000004539661,EOS2085,1.0,-6.9,0.0,0.0
,EOS100744,1.0,-6.9,0.0,0.0
ZINC000004217500,EOS100873,1.0,-6.9,0.0,0.0
ZINC000003992105,,1.0,-6.9,0.0,0.0
ZINC000043195697,,1.0,-6.9,0.0,0.0
ZINC000002868934,EOS1900,1.0,-6.9,0.0,0.0
,EOS1487,1.0,-6.9,0.0,0.0
ZINC000006665521,EOS2164,1.0,-6.9,0.0,0.0
,EOS2337,1.0,-6.9,0.0,0.0
,EOS10,1.0,-6.9,0.0,0.0
ZINC000003780893,EOS101526,1.0,-6.9,0.0,0.0
,EOS191,1.0,-6.9,0.0,0.0
ZINC000021155799,EOS788,1.0,-6.9,0.0,0.0
ZINC000072433997,EOS2401,1.0,-6.9,0.0,0.0
ZINC000000000346,,1.0,-6.9,0.0,0.0
ZINC000000000751,,1.0,-6.9,0.0,0.0
ZINC000217884142,EOS45,1.0,-6.8,0.0,0.0
ZINC000011905678,EOS2114,1.0,-6.8,0.0,0.0
