ZINC,ECBD,mode,affinity,rmsd l.b.,rmsd u.b.
ZINC000096231535,EOS101,1.0,-7.5,0.0,0.0
ZINC000065154450,EOS1224,1.0,-7.5,0.0,0.0
,EOS916,1.0,-7.5,0.0,0.0
ZINC000000458721,EOS2206,1.0,-7.5,0.0,0.0
ZINC000046079835,EOS1002,1.0,-7.5,0.0,0.0
,EOS862,1.0,-7.5,0.0,0.0
ZINC000043197674,EOS100444,1.0,-7.5,0.0,0.0
ZINC000007997966,,1.0,-7.5,0.0,0.0
ZINC000035477034,EOS690,1.0,-7.5,0.0,0.0
,EOS101178,1.0,-7.5,0.0,0.0
ZINC000036380977,EOS100505,1.0,-7.5,0.0,0.0
,EOS101298,1.0,-7.5,0.0,0.0
ZINC000018185774,EOS98616,1.0,-7.5,0.0,0.0
ZINC000096116474,EOS159,1.0,-7.5,0.0,0.0
,EOS707,1.0,-7.5,0.0,0.0
ZINC000021360414,EOS1147,1.0,-7.5,0.0,0.0
,EOS333,1.0,-7.5,0.0,0.0
ZINC000000001016,,1.0,-7.5,0.0,0.0
ZINC000001530580,,1.0,-7.5,0.0,0.0
ZINC000010748801,EOS2448,1.0,-7.5,0.0,0.0
,EOS2040,1.0,-7.5,0.0,0.0
,EOS2053,1.0,-7.5,0.0,0.0
ZINC000035996961,EOS101193,1.0,-7.5,0.0,0.0
ZINC000095571016,EOS101073,1.0,-7.5,0.0,0.0
ZINC000031773121,EOS229,1.0,-7.5,0.0,0.0
ZINC000004097308,EOS100572,1.0,-7.5,0.0,0.0
ZINC000000424336,EOS2141,1.0,-7.5,0.0,0.0
ZINC000009212427,,1.0,-7.5,0.0,0.0
ZINC000064950441,EOS719,1.0,-7.5,0.0,0.0
ZINC000026985532,,1.0,-7.5,0.0,0.0
ZINC000000621705,EOS2280,1.0,-7.5,0.0,0.0
ZINC000072317687,EOS101117,1.0,-7.5,0.0,0.0
ZINC000065235110,EOS1326,1.0,-7.5,0.0,0.0
,EOS1303,1.0,-7.5,0.0,0.0
ZINC000009660279,EOS1831,1.0,-7.5,0.0,0.0
ZINC000003830339,,1.0,-7.5,0.0,0.0
ZINC000053084692,EOS101156,1.0,-7.5,0.0,0.0
ZINC000095930191,EOS101279,1.0,-7.5,0.0,0.0
ZINC000032069961,EOS77,1.0,-7.5,0.0,0.0
ZINC000064958656,EOS794,1.0,-7.5,0.0,0.0
ZINC000033831794,EOS100184,1.0,-7.5,0.0,0.0
ZINC000000643457,EOS1985,1.0,-7.5,0.0,0.0
ZINC000012028809,EOS310,1.0,-7.5,0.0,0.0
,EOS1525,1.0,-7.5,0.0,0.0
ZINC000009642125,EOS745,1.0,-7.5,0.0,0.0
,EOS1636,1.0,-7.5,0.0,0.0
ZINC000065199707,EOS1267,1.0,-7.5,0.0,0.0
,EOS1644,1.0,-7.5,0.0,0.0
,EOS1576,1.0,-7.5,0.0,0.0
ZINC000012380214,EOS2052,1.0,-7.5,0.0,0.0
ZINC000065362415,EOS2423,1.0,-7.5,0.0,0.0
ZINC000003976838,,1.0,-7.5,0.0,0.0
,EOS14,1.0,-7.5,0.0,0.0
ZINC000065241554,EOS1339,1.0,-7.5,0.0,0.0
ZINC000015776417,EOS785,1.0,-7.5,0.0,0.0
ZINC000003938704,,1.0,-7.5,0.0,0.0
ZINC000263588712,EOS17,1.0,-7.5,0.0,0.0
ZINC000000244029,EOS100948,1.0,-7.5,0.0,0.0
ZINC000003833863,EOS98614,1.0,-7.5,0.0,0.0
,EOS552,1.0,-7.5,0.0,0.0
ZINC000012462996,EOS364,1.0,-7.5,0.0,0.0
ZINC000072401908,EOS250,1.0,-7.5,0.0,0.0
ZINC000085537014,,1.0,-7.5,0.0,0.0
ZINC000003819392,,1.0,-7.5,0.0,0.0
ZINC000011615928,,1.0,-7.5,0.0,0.0
ZINC000167253016,EOS100108,1.0,-7.5,0.0,0.0
ZINC000005270391,EOS918,1.0,-7.5,0.0,0.0
,EOS720,1.0,-7.5,0.0,0.0
ZINC000004833729,EOS2038,1.0,-7.5,0.0,0.0
ZINC000000001148,,1.0,-7.5,0.0,0.0
ZINC000008214681,,1.0,-7.5,0.0,0.0
ZINC000001481956,,1.0,-7.5,0.0,0.0
,EOS100414,1.0,-7.5,0.0,0.0
ZINC000115985504,EOS100272,1.0,-7.5,0.0,0.0
ZINC000097125716,EOS1387,1.0,-7.5,0.0,0.0
ZINC000003095228,EOS98584,1.0,-7.5,0.0,0.0
ZINC000003860453,EOS98572,1.0,-7.5,0.0,0.0
ZINC000029042288,EOS100484,1.0,-7.5,0.0,0.0
ZINC000014960644,EOS100426,1.0,-7.5,0.0,0.0
ZINC000118417658,EOS100092,1.0,-7.5,0.0,0.0
,EOS1524,1.0,-7.5,0.0,0.0
ZINC000001061796,EOS2004,1.0,-7.5,0.0,0.0
ZINC000096283562,EOS100307,1.0,-7.5,0.0,0.0
,EOS655,1.0,-7.5,0.0,0.0
,EOS1568,1.0,-7.5,0.0,0.0
,EOS1554,1.0,-7.5,0.0,0.0
ZINC000040267279,EOS240,1.0,-7.5,0.0,0.0
ZINC000065138476,EOS1211,1.0,-7.5,0.0,0.0
ZINC000009723015,EOS472,1.0,-7.5,0.0,0.0
ZINC000001130323,EOS98611,1.0,-7.5,0.0,0.0
ZINC000065152764,EOS1221,1.0,-7.5,0.0,0.0
ZINC000032103955,EOS2,1.0,-7.5,0.0,0.0
ZINC000021663140,EOS1064,1.0,-7.5,0.0,0.0
ZINC000035562122,EOS1092,1.0,-7.5,0.0,0.0
ZINC000065030962,EOS1102,1.0,-7.5,0.0,0.0
ZINC000033359627,EOS2336,1.0,-7.5,0.0,0.0
ZINC000046020613,EOS680,1.0,-7.5,0.0,0.0
ZINC000021095440,EOS863,1.0,-7.5,0.0,0.0
,EOS100909,1.0,-7.5,0.0,0.0
ZINC000168212088,EOS100730,1.0,-7.5,0.0,0.0
ZINC000001050111,EOS1859,1.0,-7.5,0.0,0.0
,EOS140,1.0,-7.5,0.0,0.0
ZINC000004098610,EOS100236,1.0,-7.5,0.0,0.0
ZINC000003833846,,1.0,-7.5,0.0,0.0
ZINC000060325170,,1.0,-7.5,0.0,0.0
ZINC000021916980,EOS754,1.0,-7.5,0.0,0.0
ZINC000010273297,EOS729,1.0,-7.5,0.0,0.0
ZINC000043207772,EOS101293,1.0,-7.5,0.0,0.0
ZINC000217726712,EOS117,1.0,-7.5,0.0,0.0
ZINC000003818826,EOS100500,1.0,-7.5,0.0,0.0
ZINC000009029312,EOS392,1.0,-7.5,0.0,0.0
ZINC000029136213,EOS100181,1.0,-7.5,0.0,0.0
ZINC000015830261,EOS427,1.0,-7.5,0.0,0.0
,EOS627,1.0,-7.5,0.0,0.0
ZINC000040388144,EOS2435,1.0,-7.5,0.0,0.0
ZINC000585091606,EOS100546,1.0,-7.5,0.0,0.0
ZINC000071283475,EOS48,1.0,-7.5,0.0,0.0
ZINC000049069486,EOS100407,1.0,-7.5,0.0,0.0
ZINC000016648038,EOS1784,1.0,-7.5,0.0,0.0
,EOS2390,1.0,-7.5,0.0,0.0
ZINC000017307434,EOS889,1.0,-7.5,0.0,0.0
ZINC000065305384,EOS1098,1.0,-7.5,0.0,0.0
ZINC000049411508,EOS1337,1.0,-7.5,0.0,0.0
,EOS100039,1.0,-7.5,0.0,0.0
,EOS100171,1.0,-7.5,0.0,0.0
,EOS100347,1.0,-7.5,0.0,0.0
ZINC000014879972,,1.0,-7.5,0.0,0.0
,EOS1556,1.0,-7.5,0.0,0.0
,EOS1404,1.0,-7.5,0.0,0.0
ZINC000035373139,EOS650,1.0,-7.5,0.0,0.0
ZINC000002700680,EOS2000,1.0,-7.5,0.0,0.0
,EOS1548,1.0,-7.5,0.0,0.0
ZINC000019899990,EOS1918,1.0,-7.5,0.0,0.0
ZINC000064566097,EOS1141,1.0,-7.5,0.0,0.0
ZINC000021785718,EOS620,1.0,-7.5,0.0,0.0
ZINC000065118751,EOS1177,1.0,-7.4,0.0,0.0
ZINC000103257178,EOS101006,1.0,-7.4,0.0,0.0
ZINC000001020774,EOS393,1.0,-7.4,0.0,0.0
ZINC000210829934,EOS100489,1.0,-7.4,0.0,0.0
,EOS100052,1.0,-7.4,0.0,0.0
ZINC000098023187,EOS100532,1.0,-7.4,0.0,0.0
ZINC000057511427,EOS1113,1.0,-7.4,0.0,0.0
,EOS161,1.0,-7.4,0.0,0.0
,EOS1575,1.0,-7.4,0.0,0.0
ZINC000046079877,EOS1003,1.0,-7.4,0.0,0.0
ZINC000059627396,EOS2062,1.0,-7.4,0.0,0.0
ZINC000000899824,EOS100673,1.0,-7.4,0.0,0.0
ZINC000207531097,EOS100290,1.0,-7.4,0.0,0.0
ZINC000004434351,EOS2050,1.0,-7.4,0.0,0.0
ZINC000003830842,,1.0,-7.4,0.0,0.0
ZINC000095616601,,1.0,-7.4,0.0,0.0
ZINC000005761533,EOS100303,1.0,-7.4,0.0,0.0
ZINC000065310753,EOS1331,1.0,-7.4,0.0,0.0
ZINC000033130230,EOS1116,1.0,-7.4,0.0,0.0
ZINC000000121541,EOS100806,1.0,-7.4,0.0,0.0
ZINC000040287106,EOS40,1.0,-7.4,0.0,0.0
ZINC000000134132,EOS100310,1.0,-7.4,0.0,0.0
ZINC000004540656,EOS582,1.0,-7.4,0.0,0.0
ZINC000218380652,EOS22,1.0,-7.4,0.0,0.0
ZINC000011615927,,1.0,-7.4,0.0,0.0
,EOS1468,1.0,-7.4,0.0,0.0
,EOS1523,1.0,-7.4,0.0,0.0
ZINC000003955219,,1.0,-7.4,0.0,0.0
,EOS1567,1.0,-7.4,0.0,0.0
,EOS1797,1.0,-7.4,0.0,0.0
ZINC000005012150,EOS568,1.0,-7.4,0.0,0.0
ZINC000005438759,EOS177,1.0,-7.4,0.0,0.0
,EOS242,1.0,-7.4,0.0,0.0
ZINC000100014475,EOS101724,1.0,-7.4,0.0,0.0
ZINC000000086535,EOS101118,1.0,-7.4,0.0,0.0
ZINC000065231769,EOS1319,1.0,-7.4,0.0,0.0
ZINC000075351669,EOS714,1.0,-7.4,0.0,0.0
ZINC000001075357,EOS1903,1.0,-7.4,0.0,0.0
,EOS602,1.0,-7.4,0.0,0.0
ZINC000032124335,EOS349,1.0,-7.4,0.0,0.0
ZINC000036227835,EOS1054,1.0,-7.4,0.0,0.0
ZINC000036081893,EOS309,1.0,-7.4,0.0,0.0
ZINC000065237074,EOS1328,1.0,-7.4,0.0,0.0
ZINC000002868452,EOS1893,1.0,-7.4,0.0,0.0
ZINC000064889601,EOS1756,1.0,-7.4,0.0,0.0
ZINC000012323572,EOS2364,1.0,-7.4,0.0,0.0
,EOS1681,1.0,-7.4,0.0,0.0
,EOS1566,1.0,-7.4,0.0,0.0
ZINC000020274105,EOS812,1.0,-7.4,0.0,0.0
ZINC000040396479,EOS2400,1.0,-7.4,0.0,0.0
ZINC000035460925,EOS1136,1.0,-7.4,0.0,0.0
,EOS1640,1.0,-7.4,0.0,0.0
ZINC000000125031,EOS100592,1.0,-7.4,0.0,0.0
ZINC000015778100,EOS798,1.0,-7.4,0.0,0.0
ZINC000008584535,EOS360,1.0,-7.4,0.0,0.0
ZINC000005067619,EOS1940,1.0,-7.4,0.0,0.0
ZINC000009680187,EOS462,1.0,-7.4,0.0,0.0
ZINC000033012460,EOS674,1.0,-7.4,0.0,0.0
,EOS1500,1.0,-7.4,0.0,0.0
ZINC000000081853,EOS1972,1.0,-7.4,0.0,0.0
ZINC000163914635,EOS100421,1.0,-7.4,0.0,0.0
,EOS1491,1.0,-7.4,0.0,0.0
ZINC000002576349,EOS100545,1.0,-7.4,0.0,0.0
ZINC000253387881,EOS100300,1.0,-7.4,0.0,0.0
ZINC000064986563,EOS988,1.0,-7.4,0.0,0.0
,EOS100405,1.0,-7.4,0.0,0.0
,EOS163,1.0,-7.4,0.0,0.0
ZINC000040227516,EOS1830,1.0,-7.4,0.0,0.0
ZINC000031780617,EOS75,1.0,-7.4,0.0,0.0
,EOS1531,1.0,-7.4,0.0,0.0
ZINC000073311109,EOS100131,1.0,-7.4,0.0,0.0
ZINC000006718666,EOS100633,1.0,-7.4,0.0,0.0
ZINC000170625587,EOS122,1.0,-7.4,0.0,0.0
ZINC000003807172,,1.0,-7.4,0.0,0.0
ZINC000034853422,EOS100610,1.0,-7.4,0.0,0.0
ZINC000009737642,EOS777,1.0,-7.4,0.0,0.0
ZINC000016973458,EOS872,1.0,-7.4,0.0,0.0
ZINC000003816292,EOS101608,1.0,-7.4,0.0,0.0
,EOS341,1.0,-7.4,0.0,0.0
ZINC000074630429,EOS852,1.0,-7.4,0.0,0.0
ZINC000033318299,EOS681,1.0,-7.4,0.0,0.0
ZINC000000582590,EOS101278,1.0,-7.4,0.0,0.0
ZINC000000609851,EOS2283,1.0,-7.4,0.0,0.0
ZINC000006668386,EOS356,1.0,-7.4,0.0,0.0
ZINC000169752409,EOS1288,1.0,-7.4,0.0,0.0
ZINC000056998129,EOS280,1.0,-7.4,0.0,0.0
ZINC000000413876,EOS2054,1.0,-7.4,0.0,0.0
,EOS1557,1.0,-7.4,0.0,0.0
ZINC000101722473,EOS1356,1.0,-7.4,0.0,0.0
,EOS1380,1.0,-7.4,0.0,0.0
ZINC000015670948,EOS665,1.0,-7.4,0.0,0.0
ZINC000057524366,EOS2456,1.0,-7.4,0.0,0.0
ZINC000019862646,EOS98629,1.0,-7.4,0.0,0.0
ZINC000000082007,EOS1944,1.0,-7.4,0.0,0.0
,EOS348,1.0,-7.4,0.0,0.0
ZINC000046010670,EOS814,1.0,-7.4,0.0,0.0
ZINC000003827556,,1.0,-7.4,0.0,0.0
ZINC000000121480,EOS100112,1.0,-7.4,0.0,0.0
ZINC000028641215,EOS100432,1.0,-7.4,0.0,0.0
ZINC000003960707,EOS101051,1.0,-7.4,0.0,0.0
ZINC000013368827,EOS515,1.0,-7.4,0.0,0.0
ZINC000005934506,EOS220,1.0,-7.4,0.0,0.0
ZINC000004823959,EOS1998,1.0,-7.4,0.0,0.0
,EOS983,1.0,-7.4,0.0,0.0
,EOS1161,1.0,-7.4,0.0,0.0
ZINC000003948085,EOS100689,1.0,-7.4,0.0,0.0
ZINC000004215234,,1.0,-7.4,0.0,0.0
ZINC000003802417,,1.0,-7.4,0.0,0.0
ZINC000038651644,EOS1067,1.0,-7.4,0.0,0.0
ZINC000008834600,EOS598,1.0,-7.4,0.0,0.0
,EOS1544,1.0,-7.4,0.0,0.0
ZINC000003806063,EOS101411,1.0,-7.4,0.0,0.0
ZINC000000607986,,1.0,-7.4,0.0,0.0
,EOS2043,1.0,-7.4,0.0,0.0
ZINC000065115907,EOS1172,1.0,-7.4,0.0,0.0
ZINC000027439698,EOS101079,1.0,-7.4,0.0,0.0
,EOS100399,1.0,-7.4,0.0,0.0
ZINC000238809664,,1.0,-7.4,0.0,0.0
ZINC000012503068,,1.0,-7.4,0.0,0.0
ZINC000000403566,,1.0,-7.4,0.0,0.0
,EOS332,1.0,-7.4,0.0,0.0
,EOS1433,1.0,-7.4,0.0,0.0
ZINC000011615926,,1.0,-7.4,0.0,0.0
,EOS1579,1.0,-7.4,0.0,0.0
ZINC000001069757,EOS2068,1.0,-7.4,0.0,0.0
ZINC000041146991,EOS2373,1.0,-7.4,0.0,0.0
ZINC000000538337,EOS100575,1.0,-7.4,0.0,0.0
ZINC000473088484,EOS100541,1.0,-7.4,0.0,0.0
ZINC000002685352,EOS98579,1.0,-7.4,0.0,0.0
,EOS906,1.0,-7.4,0.0,0.0
ZINC000013363163,EOS421,1.0,-7.4,0.0,0.0
ZINC000005439349,EOS245,1.0,-7.4,0.0,0.0
ZINC000004716487,EOS100104,1.0,-7.4,0.0,0.0
,EOS1674,1.0,-7.4,0.0,0.0
,EOS1534,1.0,-7.4,0.0,0.0
ZINC000073069242,EOS100012,1.0,-7.4,0.0,0.0
,EOS1598,1.0,-7.4,0.0,0.0
ZINC000000897301,,1.0,-7.4,0.0,0.0
ZINC000001530877,EOS100959,1.0,-7.4,0.0,0.0
ZINC000035537422,EOS1158,1.0,-7.4,0.0,0.0
,EOS100262,1.0,-7.4,0.0,0.0
ZINC000007135376,EOS809,1.0,-7.4,0.0,0.0
ZINC000004808895,EOS1989,1.0,-7.4,0.0,0.0
ZINC000003826253,EOS101978,1.0,-7.4,0.0,0.0
ZINC000003914596,,1.0,-7.4,0.0,0.0
ZINC000005027842,EOS1850,1.0,-7.4,0.0,0.0
ZINC000004808953,EOS1992,1.0,-7.4,0.0,0.0
ZINC000019868451,EOS645,1.0,-7.4,0.0,0.0
ZINC000095616599,,1.0,-7.4,0.0,0.0
ZINC000003940470,,1.0,-7.4,0.0,0.0
ZINC000007609049,EOS2132,1.0,-7.4,0.0,0.0
ZINC000009830089,EOS519,1.0,-7.4,0.0,0.0
ZINC000021910894,EOS737,1.0,-7.4,0.0,0.0
ZINC000033088675,EOS1008,1.0,-7.4,0.0,0.0
ZINC000064888875,EOS1716,1.0,-7.4,0.0,0.0
ZINC000065150096,EOS1214,1.0,-7.4,0.0,0.0
ZINC000033359634,EOS2338,1.0,-7.4,0.0,0.0
ZINC000103266485,EOS101261,1.0,-7.4,0.0,0.0
ZINC000000538273,,1.0,-7.4,0.0,0.0
ZINC000066166864,EOS101384,1.0,-7.4,0.0,0.0
ZINC000037866291,EOS566,1.0,-7.4,0.0,0.0
ZINC000031773118,EOS228,1.0,-7.4,0.0,0.0
ZINC000084400879,,1.0,-7.4,0.0,0.0
ZINC000146485349,EOS100972,1.0,-7.4,0.0,0.0
ZINC000097939199,EOS1313,1.0,-7.4,0.0,0.0
ZINC000032101643,EOS173,1.0,-7.4,0.0,0.0
ZINC000114898570,EOS100301,1.0,-7.4,0.0,0.0
,EOS1207,1.0,-7.4,0.0,0.0
ZINC000020682171,EOS706,1.0,-7.4,0.0,0.0
ZINC000005068966,EOS1949,1.0,-7.4,0.0,0.0
ZINC000013831241,EOS101030,1.0,-7.4,0.0,0.0
ZINC000020102115,EOS1822,1.0,-7.4,0.0,0.0
ZINC000000601254,,1.0,-7.4,0.0,0.0
ZINC000000002272,,1.0,-7.4,0.0,0.0
ZINC000002510358,EOS100899,1.0,-7.4,0.0,0.0
ZINC000003872931,EOS101093,1.0,-7.4,0.0,0.0
ZINC000079495232,EOS169,1.0,-7.4,0.0,0.0
ZINC000015865132,EOS859,1.0,-7.4,0.0,0.0
,EOS101212,1.0,-7.4,0.0,0.0
,EOS551,1.0,-7.4,0.0,0.0
ZINC000013862833,EOS100439,1.0,-7.4,0.0,0.0
ZINC000018847036,EOS100398,1.0,-7.4,0.0,0.0
ZINC000052716421,EOS101706,1.0,-7.4,0.0,0.0
ZINC000035401838,EOS1712,1.0,-7.4,0.0,0.0
ZINC000015842147,EOS699,1.0,-7.4,0.0,0.0
ZINC000043207851,EOS101294,1.0,-7.4,0.0,0.0
ZINC000065137992,EOS1208,1.0,-7.4,0.0,0.0
ZINC000000538621,,1.0,-7.4,0.0,0.0
ZINC000013831232,EOS101032,1.0,-7.4,0.0,0.0
,EOS1842,1.0,-7.4,0.0,0.0
,EOS1415,1.0,-7.4,0.0,0.0
ZINC000000529188,EOS1952,1.0,-7.4,0.0,0.0
ZINC000002216059,EOS2065,1.0,-7.4,0.0,0.0
,EOS34,1.0,-7.4,0.0,0.0
ZINC000065235965,EOS1327,1.0,-7.4,0.0,0.0
ZINC000008592851,EOS430,1.0,-7.4,0.0,0.0
ZINC000016648446,EOS1787,1.0,-7.4,0.0,0.0
,EOS658,1.0,-7.4,0.0,0.0
ZINC000102240258,EOS100473,1.0,-7.4,0.0,0.0
ZINC000009341839,EOS367,1.0,-7.3,0.0,0.0
ZINC000064889577,EOS1743,1.0,-7.3,0.0,0.0
ZINC000004214603,,1.0,-7.3,0.0,0.0
ZINC000072105034,EOS101276,1.0,-7.3,0.0,0.0
,EOS1621,1.0,-7.3,0.0,0.0
ZINC000064760706,EOS1368,1.0,-7.3,0.0,0.0
ZINC000146486516,EOS100471,1.0,-7.3,0.0,0.0
ZINC000000004840,EOS101397,1.0,-7.3,0.0,0.0
ZINC000011616882,,1.0,-7.3,0.0,0.0
ZINC000001078740,EOS1936,1.0,-7.3,0.0,0.0
ZINC000003952881,,1.0,-7.3,0.0,0.0
ZINC000009833580,EOS400,1.0,-7.3,0.0,0.0
ZINC000020746033,EOS53,1.0,-7.3,0.0,0.0
ZINC000012865051,EOS2200,1.0,-7.3,0.0,0.0
ZINC000012389898,EOS2325,1.0,-7.3,0.0,0.0
ZINC000064988215,EOS1001,1.0,-7.3,0.0,0.0
ZINC000068247389,,1.0,-7.3,0.0,0.0
ZINC000003874317,EOS100814,1.0,-7.3,0.0,0.0
,EOS2013,1.0,-7.3,0.0,0.0
ZINC000072266311,EOS101168,1.0,-7.3,0.0,0.0
ZINC000020736599,EOS271,1.0,-7.3,0.0,0.0
,EOS1448,1.0,-7.3,0.0,0.0
ZINC000006672402,EOS2290,1.0,-7.3,0.0,0.0
ZINC000015824773,EOS946,1.0,-7.3,0.0,0.0
ZINC000005250498,EOS944,1.0,-7.3,0.0,0.0
ZINC000064987538,EOS995,1.0,-7.3,0.0,0.0
ZINC000001060053,EOS1996,1.0,-7.3,0.0,0.0
ZINC000218500604,EOS42,1.0,-7.3,0.0,0.0
ZINC000021630806,EOS771,1.0,-7.3,0.0,0.0
ZINC000004097828,EOS101159,1.0,-7.3,0.0,0.0
,EOS1059,1.0,-7.3,0.0,0.0
ZINC000004099013,EOS100579,1.0,-7.3,0.0,0.0
ZINC000065214753,EOS1283,1.0,-7.3,0.0,0.0
ZINC000046047184,EOS909,1.0,-7.3,0.0,0.0
ZINC000003907396,EOS429,1.0,-7.3,0.0,0.0
ZINC000020869165,EOS587,1.0,-7.3,0.0,0.0
ZINC000053229445,,1.0,-7.3,0.0,0.0
,EOS980,1.0,-7.3,0.0,0.0
,EOS1588,1.0,-7.3,0.0,0.0
ZINC000065196108,EOS1251,1.0,-7.3,0.0,0.0
ZINC000101094898,EOS1824,1.0,-7.3,0.0,0.0
,EOS100214,1.0,-7.3,0.0,0.0
,EOS382,1.0,-7.3,0.0,0.0
ZINC000016651967,EOS2154,1.0,-7.3,0.0,0.0
ZINC000019819696,EOS180,1.0,-7.3,0.0,0.0
ZINC000019818829,EOS2324,1.0,-7.3,0.0,0.0
ZINC000027664094,EOS576,1.0,-7.3,0.0,0.0
ZINC000068266967,EOS100436,1.0,-7.3,0.0,0.0
,EOS2418,1.0,-7.3,0.0,0.0
ZINC000200552794,EOS100961,1.0,-7.3,0.0,0.0
ZINC000065075421,EOS1128,1.0,-7.3,0.0,0.0
ZINC000022916765,EOS98578,1.0,-7.3,0.0,0.0
ZINC000019797285,EOS703,1.0,-7.3,0.0,0.0
ZINC000003990451,EOS101320,1.0,-7.3,0.0,0.0
,EOS365,1.0,-7.3,0.0,0.0
,EOS432,1.0,-7.3,0.0,0.0
ZINC000015840881,EOS695,1.0,-7.3,0.0,0.0
,EOS2276,1.0,-7.3,0.0,0.0
,EOS913,1.0,-7.3,0.0,0.0
ZINC000036696127,EOS2327,1.0,-7.3,0.0,0.0
ZINC000013691290,EOS619,1.0,-7.3,0.0,0.0
,EOS100762,1.0,-7.3,0.0,0.0
ZINC000004618829,EOS1984,1.0,-7.3,0.0,0.0
ZINC000003920719,,1.0,-7.3,0.0,0.0
ZINC000096373284,EOS1235,1.0,-7.3,0.0,0.0
,EOS588,1.0,-7.3,0.0,0.0
,EOS204,1.0,-7.3,0.0,0.0
ZINC000000000323,,1.0,-7.3,0.0,0.0
ZINC000000603833,EOS100446,1.0,-7.3,0.0,0.0
ZINC000000020220,EOS102273,1.0,-7.3,0.0,0.0
,EOS101264,1.0,-7.3,0.0,0.0
ZINC000035953488,EOS101200,1.0,-7.3,0.0,0.0
ZINC000004820599,EOS2061,1.0,-7.3,0.0,0.0
ZINC000011616852,,1.0,-7.3,0.0,0.0
ZINC000006802727,EOS513,1.0,-7.3,0.0,0.0
,EOS711,1.0,-7.3,0.0,0.0
ZINC000257355051,EOS100241,1.0,-7.3,0.0,0.0
ZINC000096399800,EOS1184,1.0,-7.3,0.0,0.0
ZINC000013364895,EOS454,1.0,-7.3,0.0,0.0
,EOS1547,1.0,-7.3,0.0,0.0
ZINC000095475073,EOS156,1.0,-7.3,0.0,0.0
ZINC000004743724,EOS583,1.0,-7.3,0.0,0.0
,EOS1365,1.0,-7.3,0.0,0.0
ZINC000010327204,EOS1761,1.0,-7.3,0.0,0.0
ZINC000003951740,EOS100160,1.0,-7.3,0.0,0.0
ZINC000003908409,EOS436,1.0,-7.3,0.0,0.0
ZINC000000692973,EOS2022,1.0,-7.3,0.0,0.0
ZINC000008860231,EOS893,1.0,-7.3,0.0,0.0
ZINC000095472298,EOS84,1.0,-7.3,0.0,0.0
ZINC000218411038,EOS43,1.0,-7.3,0.0,0.0
,EOS751,1.0,-7.3,0.0,0.0
ZINC000020426594,EOS1845,1.0,-7.3,0.0,0.0
ZINC000012338898,EOS1956,1.0,-7.3,0.0,0.0
ZINC000019819141,EOS285,1.0,-7.3,0.0,0.0
ZINC000065178127,EOS1236,1.0,-7.3,0.0,0.0
,EOS100778,1.0,-7.3,0.0,0.0
,EOS101044,1.0,-7.3,0.0,0.0
,EOS1565,1.0,-7.3,0.0,0.0
ZINC000006803015,EOS534,1.0,-7.3,0.0,0.0
ZINC000000005560,,1.0,-7.3,0.0,0.0
ZINC000003823475,,1.0,-7.3,0.0,0.0
,EOS351,1.0,-7.3,0.0,0.0
,EOS574,1.0,-7.3,0.0,0.0
ZINC000001013280,EOS1979,1.0,-7.3,0.0,0.0
ZINC000002204479,EOS100125,1.0,-7.3,0.0,0.0
,EOS2064,1.0,-7.3,0.0,0.0
ZINC000016651406,EOS2125,1.0,-7.3,0.0,0.0
ZINC000036388980,EOS100126,1.0,-7.3,0.0,0.0
,EOS1399,1.0,-7.3,0.0,0.0
ZINC000016652391,EOS2176,1.0,-7.3,0.0,0.0
ZINC000000414146,EOS1044,1.0,-7.3,0.0,0.0
,EOS549,1.0,-7.3,0.0,0.0
ZINC000065163548,EOS1225,1.0,-7.3,0.0,0.0
ZINC000028565323,EOS100637,1.0,-7.3,0.0,0.0
ZINC000000014864,EOS100716,1.0,-7.3,0.0,0.0
ZINC000040285778,EOS1726,1.0,-7.3,0.0,0.0
ZINC000008585017,EOS101042,1.0,-7.3,0.0,0.0
,EOS1432,1.0,-7.3,0.0,0.0
,EOS2311,1.0,-7.3,0.0,0.0
ZINC000004097404,,1.0,-7.3,0.0,0.0
ZINC000023126032,EOS426,1.0,-7.3,0.0,0.0
,EOS100957,1.0,-7.3,0.0,0.0
ZINC000004097427,,1.0,-7.3,0.0,0.0
ZINC000013911941,,1.0,-7.3,0.0,0.0
ZINC000013682481,EOS100650,1.0,-7.3,0.0,0.0
ZINC000027647301,EOS100239,1.0,-7.3,0.0,0.0
ZINC000098208524,EOS100924,1.0,-7.3,0.0,0.0
,EOS190,1.0,-7.3,0.0,0.0
,EOS1578,1.0,-7.3,0.0,0.0
ZINC000057165451,EOS279,1.0,-7.3,0.0,0.0
ZINC000004655029,EOS100719,1.0,-7.3,0.0,0.0
,EOS1428,1.0,-7.3,0.0,0.0
,EOS687,1.0,-7.3,0.0,0.0
,EOS1427,1.0,-7.3,0.0,0.0
ZINC000003941496,,1.0,-7.3,0.0,0.0
ZINC000003776633,,1.0,-7.3,0.0,0.0
ZINC000003812989,,1.0,-7.3,0.0,0.0
ZINC000006680833,EOS2162,1.0,-7.3,0.0,0.0
ZINC000014164617,EOS100833,1.0,-7.3,0.0,0.0
ZINC000065024345,EOS1093,1.0,-7.3,0.0,0.0
ZINC000000537805,EOS101572,1.0,-7.3,0.0,0.0
ZINC000001490484,EOS100149,1.0,-7.3,0.0,0.0
